MovieID,Title,KoreanTitle,Plot,ReleaseYear,RunningTime,GradeID,GradeInKoreaID,Poster,ReleaseDateInKorea,BoxOfficeWWGross,BoxOfficeUSGross,Budget,OriginalAuthor,OriginalSource
242,"Away from Her","어웨이 프롬 허","A man coping with the institutionalization of his wife because of Alzheimer‘s disease faces an epiphany when she transfers her affections to another man, Aubrey, a wheelchair-bound mute who also is a patient at the nursing home.",2006,110,2,NULL,AwayfromHer.jpg,2015-11-19,9194283,4571521,4000000,NULL,NULL
243,"Elizabeth: The Golden Age",골든에이지,"A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments.",2007,114,2,2,ElizabethTheGoldenAge.jpg,2007-11-22,74237563,16383509,55000000,NULL,NULL
244,"The Savages",야만인들,"A sister and brother face the realities of familial responsibility as they begin to care for their ailing father.",2007,113,2,NULL,TheSavages.jpg,2007-02-21,10642023,6623082,0,NULL,NULL
245,"The Assassination of Jesse James by the Coward Robert Ford","비겁한 로버트 포드의 제시 제임스 암살","전설적인 갱단 두목 제시 제임스를 어린 시절부터  우상화하면서 자란 로버트 포드는 미주리의 갱단에 합류하고, 동경과 우정으로 시작된 감정은 경쟁이 되고 명성을 향한 욕망은 집착이 된다.",2007,160,1,3,TheAssassinationofJesseJamesbytheCowardRobertFord.jpg,2007-12-21,15001776,3909149,30000000,NULL,NULL
246,"Charlie Wilson‘s War","찰리 윌슨의 전쟁","A drama based on a Texas congressman Charlie Wilson‘s covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.",2007,102,1,NULL,CharlieWilsonsWar.jpg,2008-02-06,119000410,66661095,75000000,NULL,NULL
247,"Into the Wild","인투 더 와일드","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",2007,148,1,NULL,IntotheWild.jpg,2007-02-06,56255142,18354356,15000000,NULL,NULL
248,"American Gangster","아메리칸 갱스터","In 1970s America, a detective works to bring down the drug empire of Frank Lucas, a heroin kingpin from Manhattan, who is smuggling the drug into the country from the Far East.",2007,157,1,NULL,AmericanGangster.jpg,2007-12-27,266465037,130164645,100000000,NULL,NULL
249,"Gone Baby Gone","곤, 베이비, 곤","Two Boston area detectives investigate a little girl‘s kidnapping, which ultimately turns into a crisis both professionally and personally.",2007,114,1,NULL,GoneBabyGone.jpg,2008-08-13,34619699,20300218,19000000,NULL,NULL
250,"I‘m Not There.","아임 낫 데어","Ruminations on the life of Bob Dylan, where six characters embody a different aspect of the musician‘s life and work.",2007,135,1,NULL,ImNotThere.jpg,2008-05-29,11664116,4017609,20000000,NULL,NULL
251,"The Diving Bell and the Butterfly","잠수종과 나비","뇌졸중을 앓고 왼쪽 눈을 제외한 완전히 마비 된 몸으로 살아야하는 Elle 편집장 쟝 도미니크 보비의 실화.",2007,112,2,2,TheDivingBellandtheButterfly.jpg,2020-11-19,19777647,6003227,0,NULL,NULL
252,"Lars and the Real Girl","내겐 너무 사랑스러운 그녀","A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.",2007,106,2,NULL,LarsandtheRealGirl.jpg,NULL,11293663,5972884,12000000,NULL,NULL
253,Ratatouille,라따뚜이,"A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.",2007,111,4,1,Ratatouille.jpg,2007-07-25,623722818,206445654,150000000,NULL,NULL
254,"The Golden Compass",황금나침반,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",2007,113,2,NULL,TheGoldenCompass.jpg,NULL,372234864,70107728,180000000,NULL,NULL
255,"Across the Universe","어크로스 더 유니버스","The music of the Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.",2007,133,2,NULL,AcrosstheUniverse.jpg,NULL,29367143,24343673,45000000,NULL,NULL
256,"The Bourne Ultimatum","본 울티메이텀","Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.",2007,115,2,NULL,TheBourneUltimatum.jpg,NULL,442824138,227471070,110000000,NULL,NULL
257,"3:10 to Yuma","3:10 투 유마","A small-time rancher agrees to hold a captured outlaw who‘s awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.",2007,122,1,NULL,310toYuma.jpg,NULL,70016220,53606916,55000000,NULL,NULL
258,Transformers,트랜스포머,"오토봇과 사악한 디셉티콘, 두 사이버트로니안 종족 간에 전쟁이 벌어지고, 고대의 힘이 담긴 올스파크를 찾기 위해 지구를 찾는다.",2007,144,2,2,Transformers.jpg,2007-06-28,709709780,319246193,150000000,NULL,NULL
259,"Pirates of the Caribbean: At World‘s End","캐리비안의 해적: 세상의 끝","Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, and make their final alliances for one last decisive battle.",2007,169,2,6,PiratesoftheCaribbeanAtWorldsEnd.jpg,2007-05-23,960996492,309420425,300000000,NULL,NULL
260,Norbit,노르빗,"A mild-mannered guy, who is engaged to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.",2007,102,2,NULL,Norbit.jpg,NULL,159313561,95673607,60000000,NULL,NULL
261,Once,원스,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",2006,85,1,NULL,Once.jpg,2009-01-15,20710513,9439923,150000,NULL,NULL
262,"August Rush","어거스트 러쉬","A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",2007,114,3,NULL,AugustRush.jpg,NULL,66122026,31664162,30000000,NULL,NULL
263,Enchanted,"마법에 걸린 사랑","A princess, who is prepared to be wed, is sent away to New York by an evil queen, where she falls in love with a lawyer.",2007,107,3,NULL,Enchanted.jpg,NULL,340487652,127807262,85000000,NULL,NULL
264,"The Kite Runner","연을 쫓는 아이","After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",2007,128,2,NULL,TheKiteRunner.jpg,NULL,73276047,15800078,20000000,NULL,NULL
265,"Peter & the Wolf","피터와 늑대","An animated retelling set to Prokofiev‘s suite. Peter is a slight lad, solitary, locked out of the woods by his protective grandfather, his only friend a duck. In town, he‘s bullied. When a wolf menaces the duck - as well as grandfather‘s fat cat and an ill-flying bird that Peter has befriended - Peter bravely tries to tree the wolf. Grandfather, the townspeople, and the hunters who have antagonized Peter figure in the denouement.",2006,32,6,NULL,PeterandtheWolf.jpg,1900-01-01,0,0,0,NULL,NULL
266,"I Met the Walrus","나는 말루스를 만났다","The animated illustration of a 14-year-old‘s interview with John Lennon in 1969.",2007,5,6,NULL,IMettheWalrus.jpg,1900-01-01,0,0,0,NULL,NULL
267,"Madame Tutli-Putli",NULL,"Madame Tutli-Putli boards the Night Train, weighed down with all her earthly possessions and the ghosts of her past. She travels alone, facing both the kindness and menace of strangers. As day descends into dark, she finds herself caught up in a desperate metaphysical adventure. Adrift between real and imagined worlds, Madame Tutli-Putli confronts her demons and is drawn into an undertow of mystery and suspense. The National Film Board of Canada presents a stunning, stop-motion animated film that takes the viewer on an exhilarating existential journey. The film introduces groundbreaking visual techniques and is supported by a haunting and original score. Painstaking care and craftsmanship in form and detail bring to life a fully imagined, tactile world unlike any you have seen. Jungian thriller? Hitchcockian suspense? Artistic tour de force? The Night Train awaits you. ",2007,17,6,NULL,MadameTutliPutli.jpg,NULL,0,0,0,NULL,NULL
268,"My Love","내 사랑","In nineteenth-century Russia, a teenage boy in search of love is drawn to two very different women.",2006,26,6,NULL,MyLove.jpg,1900-01-01,0,0,0,NULL,NULL
269,"Even Pigeons Go to Heaven","비둘기도 천국에 간다","On a moonlit fall night, a priest races to the home of Mr. Moulin running a motorcycle off the road and arriving just in time to catch the old man as he falls from a chair on which he stacked books in order to reach a bottle of cognac. Mr. Moulin is a miser with a sock full of money that the priest would like to appropriate by selling the old man a space capsule that will take him to paradise. After a test drive and some negotiation, the deal may be struck, but then, there‘s a knock at the door.",2007,9,6,NULL,EvenPigeonsGotoHeaven.jpg,1900-01-01,0,0,0,NULL,NULL
270,"Le Mozart des pickpockets","소매치기계의 모차르트","Richard and Philippe live hand to mouth, backing up a gang of Spanish pickpockets on the streets of Paris, posing as policemen who arrest a gang member while the others rifle the pockets and purses of gawkers. When all of the gang except Richard and Philippe are pinched, things look grim. Plus, Richard insists that they take in a wide-eyed immigrant lad, a deaf-mute left behind in the arrests. Philippe suggests a three-person pickpocket trick, using the boy, but when that goes spectacularly badly, they hit rock bottom. Then, at the cinema, the lad finds a solution. It‘s time to celebrate.",2006,31,6,NULL,LeMozartdespickpockets.jpg,1900-01-01,0,0,0,NULL,NULL
271,"At Night",밤에,"Christmas and New Year. Three girls between 18 and 20, are hospitalized with cancer. All three of them have serious problems, not just in terms of health, but also in terms of their relationships with their nearest and dearest. The girls find a haven in each other‘s company, where they are free from the fear of death and loneliness, and a substantial part of the film describes their sense of humor, unrestrained candidness and uncompromising zest for life.",2007,39,6,NULL,AtNight.jpg,1900-01-01,0,0,0,NULL,NULL
272,"The Substitute",대용품,"There is something strange about the new substitute teacher in class.",2007,17,6,NULL,TheSubstitute.jpg,1900-01-01,0,0,0,NULL,NULL
273,"Tanghi argentini","아주 특별한 선물","An office clerk with a hankering to tango enlists the support of a workplace colleague as he prepares for a date. It‘s Christmas time and the concept of giving assumes fairy tale proportions in this beguiling modern story.",2006,14,6,NULL,Tanghiargentini.jpg,1900-01-01,0,0,0,NULL,NULL
274,"The Tonto Woman","톤토 우먼","A white woman is kidnapped from her home by Apache Indians. Traded to the Mojave Indians, she lives as a squaw for 11 years until she is found by her husband. Unfit for society he keeps her in a shack in the desert. Her solitary existence is transformed with the arrival of a Mexican. He befriends her, reignites her self-worth and increases her confidence. He re-introduces her to her husband and leaves. As he is leaving town he is ambushed by her husbands men and there is a gun-battle. Who lives and who dies?",2008,35,6,NULL,TheTontoWoman.jpg,1900-01-01,0,0,0,NULL,NULL
275,Freeheld,프리헬드,"Lieutenant Laurel Hester is dying. All she wants to do is leave her pension benefits to her life partner - Stacie, so Stacie can afford to keep their house. Laurel is told no; they are not husband and wife. After spending a lifetime fighting for justice for other people, Laurel - a veteran New Jersey detective - launches a final battle for justice. Knuckle-biting, dramatic Freeheld chronicles a dying policewoman‘s bitter fight to provide for the love of her life.",2007,40,6,NULL,Freeheld.jpg,1900-01-01,0,0,0,NULL,NULL
276,"La corona","왕관을 써라","The contestants are murderers, guerrillas, and thieves. The winner will be crowned Queen, but she won‘t be invited on a press tour as a role model for young girls. Instead, she will be escorted back to her cell.",2008,40,6,NULL,Lacorona.jpg,1900-01-01,0,0,0,NULL,NULL
277,"Salim Baba","살림 바바","Salim Muhammad is a 55-year-old man who lives in North Kolkata with his wife and five children. Since the age of ten he has made a living using a hand-cranked projector to screen discarded film scraps for the kids in his surrounding neighborhoods.",2007,15,6,NULL,SalimBaba.jpg,1900-01-01,0,0,0,NULL,NULL
278,"Sari‘s Mother","사리의 엄마","An Iraqi mother seeks health care for her 10-year-old son, who is dying of AIDS, against a background of war and occupation.",2006,21,6,NULL,SarisMother.jpg,1900-01-01,0,0,0,NULL,NULL
279,"Taxi to the Dark Side","택시 투 더 다크 사이드","An in-depth look at the torture practices of the United States in Afghanistan, Iraq and Guantanamo Bay, focusing on an innocent taxi driver in Afghanistan who was tortured and killed in 2002.",2007,106,1,NULL,TaxitotheDarkSide.jpg,2007-05-23,294309,274661,1000000,NULL,NULL
280,"No End in Sight","끝이 안보인다","A comprehensive look at the Bush Administration‘s conduct of the Iraq war and its occupation of the country.",2007,102,6,NULL,NoEndinSight.jpg,1900-01-01,1433319,1433319,2000000,NULL,NULL
281,"Operation Homecoming: Writing the Wartime Experience","오퍼레이션 홈커밍","A unique documentary about troops‘ experiences in Iraq and Afghanistan, based on writings by soldiers, Marines, and air men. Some writings were published in the New Yorker in summer 2006. A larger assortment was published as a book by Random House last September. The film drew upon the submissions by soldiers for the book. It‘s a remarkable portrait of troops at war - the complexities, doubts, and fears - written with honesty. The 81-minute version of the film (which will be in theatres) includes 11 pieces of writing, with different visual strategies, along with interviews with the writers, and with more established American writers who are also veterans. In the latter group are Tim O‘Brien, Yusef Komunyakaa, Tobias Wolff, Joe Haldeman, James Salter, Anthony Swofford, Richard Currey, and Paul Fussell. The visual approaches range from poet Brian Turner reading directly to camera, to archival footage, to an animated "graphic novel," to a still photo sequence shot by photographer Antonin Kratochvil. It‘s rooted in a program by the NEA that created a series of writing workshops at military bases. After those workshops, the writers submitted pieces for consideration in the book, edited by Andy Carroll. From those writings were selected 11 for inclusion in the film. There is also a 53-minute version of this film which will be airing on PBS as part of the series "America at a Crossroads" in April, 2007. Both of these are different from the other film ‘Operation Homecoming" from 2007, directed by Lawrence Bridges. That piece was produced by the NEA as a documentary about their writing workshops.",2007,81,6,NULL,OperationHomecomingWritingtheWartimeExperience.jpg,1900-01-01,0,0,0,NULL,NULL
282,Sicko,식코,"A documentary comparing the highly profitable American health care industry to other nations, and HMO horror stories.",2007,123,2,NULL,Sicko.jpg,1900-01-01,36088109,24540079,9000000,NULL,NULL
283,"War Dance","전장을 울리는 춤","Three children living in a displacement camp in northern Uganda compete in their country‘s national music and dance festival.",2007,105,2,NULL,WarDance.jpg,1900-01-01,0,0,0,NULL,NULL
284,Persepolis,페르세폴리스,"Poignant coming-of-age story of a precocious and outspoken young Iranian girl that begins during the Islamic Revolution.",2007,96,2,NULL,Persepolis.jpg,NULL,22752488,4445756,7300000,NULL,NULL
285,"Surf‘s Up","서핑 업","A behind-the-scenes look at the annual Penguin World Surfing Championship, and its newest participant, up-and-comer Cody Maverick.",2007,85,2,NULL,SurfsUp.jpg,2007-08-09,149044513,58867694,85000000,NULL,NULL
286,"Mr Hublot","미스터 허블롯","Mr Hublot is a withdrawn, idiosyncratic character with OCD, scared of change and the outside world. Robot Pet‘s arrival turns his life upside down: he has to share his home with this very invasive companion.",2013,11,2,NULL,MrHublot.jpg,1900-01-01,0,0,0,NULL,NULL
287,Feral,늑대아이,"A wild boy is found in the woods by a solitary hunter and brought back to civilization. Alienated by a strange new environment, the boy tries to adapt by using the same strategies that kept him safe in the forest.",2012,13,7,NULL,Feral.jpg,1900-01-01,0,0,0,NULL,NULL
288,"Get a Horse!","말을 잡아라!","Mickey, Minnie, Horace Horsecollar, and Clarabelle Cow go on a musical wagon ride until Peg-Leg Pete tries to run them off the road.",2013,6,4,NULL,GetaHorse.jpg,1900-01-01,0,0,0,NULL,NULL
289,Possessions,"아흔 아홉","One night of the eighteenth century, in the depths of the mountain, a human being is lost and finds a small temple. In the moment when he enters the room space is transformed into a completely different world.",2012,14,4,NULL,Possessions.jpg,1900-01-01,0,0,0,NULL,NULL
290,"Room on the Broom",마법빗자루,"To the annoyance of her cat a kindly witch allows a dog, a bird and a frog who have helped her retrieve things she has lost to ride on her broomstick, making it top heavy. The broom is destroyed by a fire-breathing dragon who threatens to eat the witch but the creatures band together to impersonate a monster and save her. As a result she fashions a luxurious new broom with seats on which they can all ride comfortably.",2012,25,4,NULL,RoomInTheBroom.jpg,1900-01-01,0,0,0,NULL,NULL
291,Helium,헬륨,"A young boy Alfred is dying, but through the stories about HELIUM - a magical fantasy world, told by the hospital‘s eccentric janitor Enzo, Alfred regain the joy and happiness of his life, and finds a safe haven away from daily life.",2013,23,4,NULL,Helium.jpg,1900-01-01,0,0,0,NULL,NULL
292,"That Wasn‘t Me","그것은 내가 아니었다",,2012,25,4,NULL,ThatWasntMe.jpg,1900-01-01,0,0,0,NULL,NULL
293,"Just Before Losing Everything","모든 것을 잃기 전에","Miriam, with her two children, escapes her husband, whom she fears.",2013,29,13,NULL,JustBeforeLosingEverything.jpg,1900-01-01,0,0,0,NULL,NULL
294,"Do I Have to Take Care of Everything?","내가 모든 것을 돌봐야 합니까?","A chaotic morning in a family with kids, and a mother who is determined that it‘s best to take care of everything herself.",2012,7,9,NULL,DoIHavetoTakeCareofEverything.jpg,1900-01-01,0,0,0,NULL,NULL
295,"The Voorman Problem","나는 신이다","Doctor Williams is the latest psychiatrist to deal with a smug patient called Voorman who claims to be God himself. Although skeptical, Williams soon gets an eerie feeling that openly malicious Voorman is not simply insane.",2011,13,6,NULL,TheVoormanProblem.jpg,1900-01-01,0,0,0,NULL,NULL
296,"The Lady in Number 6: Music Saved My Life","더 레이디 인 넘버 식스","Alice Herz-Sommer, aged 109 and the world‘s oldest Holocaust survivor, tells the story of how music saved her life: both during her time at Theresienstadt concentration camp and in the years afterwards.",2013,39,6,NULL,TheLadyinNumber6MusicSavedMyLife.jpg,1900-01-01,0,0,0,NULL,NULL
297,Cavedigger,케이브디거,"In this OSCAR® NOMINATED documentary short, artist Ra Paulette digs other-worldly, sculptural caves using nothing but hand tools. But, as patrons cut off his projects due to lack of funds or artistic differences, Paulette‘s frustration mounts. This penetrating portrait examines the cost of Paulette‘s obsession and tracks him as he rejects commissions for his own 10-year Magnum Opus.",2013,39,21,NULL,Cavedigger.jpg,1900-01-01,0,0,0,NULL,NULL
298,"Facing Fear","페이싱 피어","The worlds of a former neo-Nazi and the gay victim of his senseless hate crime attack collide by chance 25 years after the incident that dramatically shaped both of their lives. They proceed to embark on a journey of forgiveness that challenges both to grapple with their beliefs and fears, eventually leading to an improbable collaboration...and friendship.",2013,23,6,NULL,FacingFear.jpg,1900-01-01,0,0,0,NULL,NULL
299,"Karama Has No Walls","카라마에는 벽이 없다","‘Karama has no walls‘ is set amidst Yemen‘s 2011 uprising. The film illustrates the nature of the Yemeni revolution in stark contrast to the gross violations of human rights that took place on Friday, March 18th 2011. Juma‘at El-Karama (Friday of Dignity) marks a turning point in the Yemeni revolution as the tragic events that took place on this day -when pro-government snipers shot dead 53 protestors - shook the nation and propelled hundreds of thousands more to flock to the square in solidarity with their fellow citizens. Through the lenses of two cameramen and the accounts of two fathers, the film retells the story of the people behind the statistics and news reports, encapsulating the tragic events of the day as they unfolded.",2012,26,7,NULL,KaramaHasNoWalls.jpg,1900-01-01,0,0,0,NULL,NULL
300,"Prison Terminal: The Last Days of Private Jack Hall","프리즌 터미널: 잭 홀 일병의 마지막 나날","Prison Terminal: The Last Days of Private Jack Hall is a moving cinema verite documentary that breaks through the walls of one of Americas oldest maximum security prisons to tell the story of the final months in the life of a terminally ill prisoner and the hospice volunteers, they themselves prisoners, who care for him. The film draws from footage shot over a six-month period behind the walls of the Iowa State Penitentiary and provides a fascinating and often poignant account of how the hospice experience can profoundly touch even the forsaken lives of the incarcerated.",2013,40,6,NULL,PrisonTerminalTheLastDaysofPrivateJackHall.jpg,1900-01-01,0,0,0,NULL,NULL
301,"20 Feet from Stardom","스타로부터 스무 발자국","Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we‘ve had no idea who these singers are or what lives they lead, until now.",2013,91,2,NULL,TwentyFeetfromStardom.jpg,1900-01-01,4946445,4946445,0,NULL,NULL
302,"The Act of Killing","액트 오브 킬링","A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.",2012,115,7,NULL,TheActofKilling.jpg,1900-01-01,486919,486919,0,NULL,NULL
303,"Cutie and the Boxer","큐티와 권투선수","This candid New York love story explores the chaotic 40-year marriage of famed boxing painter Ushio Shinohara and his wife, Noriko. Anxious to shed her role as her overbearing husband‘s assistant, Noriko finds an identity of her own.",2013,82,1,NULL,CutieandtheBoxer.jpg,1900-01-01,0,0,0,NULL,NULL
304,"Dirty Wars","더러운 전쟁","Investigative journalist Jeremy Scahill is pulled into an unexpected journey as he chases down the hidden truth behind America‘s expanding covert wars.",2013,87,7,NULL,DirtyWars.jpg,1900-01-01,0,0,0,NULL,NULL
305,"The Square",광장,"A group of Egyptian revolutionaries battle leaders and regimes, risking their lives to build a new society of conscience.",2013,95,7,NULL,TheSquare.jpg,1900-01-01,0,0,0,NULL,NULL
306,"The Great Beauty","그레이트 뷰티","Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",2013,141,7,NULL,TheGreatBeauty.jpg,2014-06-12,21352400,2852400,9200000,NULL,NULL
307,"The Broken Circle Breakdown","브로큰 서클","Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He‘s a romantic atheist, she‘s a religious realist. When their daughter becomes seriously ill, their love is put on trial.",2012,111,7,NULL,TheBrokenCircleBreakdown.jpg,1900-01-01,5475058,175058,0,NULL,NULL
308,"The Hunt","더 헌트","A teacher lives a lonely life, all the while struggling over his son‘s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",2012,115,1,NULL,TheHunt.jpg,1900-01-01,613308,613308,3800000,NULL,NULL
309,"The Missing Picture","잃어버린 그림","Rithy Panh uses clay figures, archival footage, and his narration to recreate the atrocities Cambodia‘s Khmer Rouge committed between 1975 and 1979.",2013,92,7,NULL,TheMissingPicture.jpg,1900-01-01,0,0,0,NULL,NULL
310,Omar,오마르,"A young Palestinian freedom fighter agrees to work as an informant after he‘s tricked into an admission of guilt by association in the wake of an Israeli soldier‘s killing.",2013,96,7,NULL,Omar.jpg,1900-01-01,0,0,0,NULL,NULL
311,"The Croods","크루즈 패밀리","살던 동굴이 파괴된 후, 원시인 가족은 한 별난 소년의 도움을 받아 생소하고 환상적인 세계를 여행하게 된다.",2013,98,3,1,TheCroods.jpg,2013-05-16,587204668,187168425,135000000,NULL,NULL
312,"Ernest & Celestine","어네스트와 셀레스틴","The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine.",2012,80,3,NULL,ErnestandCelestine.jpg,NULL,5075362,262075,9600000,NULL,NULL
313,"The Wind Rises","바람이 분다","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",2013,126,2,NULL,TheWindRises.jpg,NULL,117932401,5209580,0,NULL,NULL
314,Ted,"19곰 테드","어린 시절 빈 소원으로 존 배넷의 테디 베어 인형인 테드가 살아 움직이게 되었고, 그 이후로 존과 함께 자랐다. 존이 어른이 되어 여자친구인 로리를 만나게 되었을 때, 존과 테드사이에 미묘한 대립이 생기게 된다.",2012,106,1,4,Ted.jpg,2012-09-27,549368315,218815487,50000000,NULL,NULL
315,"Chasing Ice","빙하를 따라서","Follow National Geographic photographer James Balog across the Arctic as he deploys time-lapse cameras designed for one purpose: to capture a multi-year record of the world‘s changing glaciers.",2012,75,2,NULL,ChasingIce.jpg,NULL,1328467,1328467,0,NULL,NULL
316,Paperman,NULL,"An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.",2012,7,4,NULL,Paperman.jpg,NULL,0,0,0,NULL,NULL
317,"Adam and Dog","아담과 개","에덴동산에서, 아담.그리고 한마리 개.",2011,16,6,NULL,AdamandDog.jpg,NULL,0,0,0,NULL,NULL
318,"Fresh Guacamole",NULL,"Transforming familiar objects into fresh guacamole.",2012,2,6,NULL,FreshGuacamole.jpg,NULL,0,0,0,NULL,NULL
319,"Head Over Heels",NULL,"After many years of marriage, Walter and Madge have grown apart: he lives on the floor and she lives on the ceiling. When Walter tries to reignite their old romance, their equilibrium comes crashing down, and the couple that can‘t agree which way is up must find a way put their marriage back together. ",2012,11,6,NULL,HeadOverHeels.jpg,NULL,13127022,10424470,14000000,NULL,NULL
320,"The Longest Daycare",NULL,"Maggie Simpson spends the day in the Ayn Rand School for Tots.",2012,5,3,NULL,TheLongestDaycare.jpg,NULL,0,0,0,NULL,NULL
321,Curfew,만종,"At the lowest point of his life, Richie gets a call from his estranged sister, asking him to look after his nine-year old niece, Sophia, for a few hours.",2012,19,6,NULL,Curfew.jpg,1900-01-01,0,0,0,NULL,NULL
322,Asad,아사드,"A coming of age fable of a Somali boy as he struggles to survive in his war-torn land.",2012,19,1,NULL,Asad.jpg,1900-01-01,0,0,0,NULL,NULL
323,"Buzkashi Boys","부즈카시 보이즈","Set against the dramatic landscape of contemporary Afghanistan and the National sport of Buzkashi - a brutal game of horse polo played with a dead goat - Buzkashi Boys tells the coming of age story of two best friends, a charismatic street urchin and a defiant blacksmith‘s son, who struggle to realize their dreams as they make their way to manhood in one of the most war-torn countries on Earth. Shot on location in Kabul city by an alliance of Afghan and international film makers, Buzkashi Boys is a look at the life that continues beyond the headlines of war in Afghanistan.",2012,28,6,NULL,BuzkashiBoys.jpg,1900-01-01,0,0,0,NULL,NULL
324,"Death of a Shadow","그림자의 죽음","Stuck in a dark limbo between life and death, a deceased soldier Nathan Rijckx collects shadows of dying men and women to buy back his own second chance at life. Obsessed by a girl he met the moment before he died, the thought of seeing his beloved again drives the soldier to regain access to the world of the living. But when he discovers that she‘s already in love with someone else, jealousy clouds his mind and pushes him toward a bitter decision, a decision not without its consequences...",2012,20,6,NULL,DeathofaShadow.jpg,1900-01-01,0,0,0,NULL,NULL
325,Henry,헨리,"Henry, a great concert pianist, has his life thrown in turmoil the day the love of this life, Maria, disappears mysteriously. He‘ll then discover the inevitable verdict of life.",2011,21,6,NULL,Henry.jpg,1900-01-01,0,0,0,NULL,NULL
326,Inocente,이노센테,"A personal and vibrant coming of age story about a young artist‘s determination never to surrender to the bleakness of her surroundings. At 15, Inocente refuses to let her dream of becoming an artist be caged by being an undocumented immigrant forced to live homeless for the last nine years. Color is her personal revolution and its sweep on her canvases creates a world that looks nothing like her own dark past. ‘Inocente‘ is both a timeless story about the transformative power of art and a timely snapshot of the new face of homelessness in America: children. The challenges are staggering, but the hope in her story proves that the hand she has been dealt does not define her, her dreams do.",2012,40,6,NULL,Inocente.jpg,1900-01-01,0,0,0,NULL,NULL
327,"Kings Point","킹스 포인트","A documentary on five seniors living in a retirement resort in Florida - men and women who came decades ago with their spouses by their sides, and now find themselves grappling with love, loss and the universal desire for human connection.",2012,40,7,NULL,KingsPoint.jpg,1900-01-01,0,0,0,NULL,NULL
328,"Mondays at Racine","레이신의 월요일","Every third Monday of the month, two bold, brassy sisters open the doors of their Long Island hair salon to women diagnosed with cancer. As locks of hair fall to the floor, women gossip, giggle, weep, face their fears, and discover unexpected beauty.",2012,39,6,NULL,MondaysatRacine.jpg,1900-01-01,0,0,0,NULL,NULL
329,"Open Heart","오픈 하트","Eight Rwandan children leave their families behind to embark on a life-or-death journey seeking high-risk heart surgery in Sudan. Their hearts ravaged by a treatable disease from childhood strep throat, they have only months left to live. Open Heart reveals the intertwined endeavors of Dr. Emmanuel, Rwanda‘s lone government cardiologist fighting to save the lives of his young patients, and Dr. Gino, the Salam Center‘s head surgeon, who is fighting to save his hospital, Africa‘s only link to life-saving free cardiac surgery for the millions who need it.",2013,25,6,NULL,OpenHeart.jpg,1900-01-01,0,0,0,NULL,NULL
330,Redemption,리뎀션,"Redemption is a documentary about New York City‘s canners - the men and women who survive by redeeming bottles and cans they collect from curbs, garbage cans and apartment complexes. You‘ve seen them combing through the trash, but never got to meet them. The film is an unexpected and intimate look at post-industrial gleaners, struggling at the edge of our society.",2013,35,7,NULL,Redemption.jpg,1900-01-01,0,0,0,NULL,NULL
331,"Searching for Sugar Man","서칭 포 슈가맨","Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock ‘n‘ roller, Rodriguez.",2012,86,2,NULL,SearchingforSugarMan.jpg,NULL,3696196,3696196,0,NULL,NULL
332,"Five Broken Cameras","다섯 대의 부서진 카메라","A documentary on a Palestinian farmer‘s chronicle of his nonviolent resistance to the actions of the Israeli army.",2011,94,7,NULL,FiveBrokenCameras.jpg,1900-01-01,109983,109983,0,NULL,NULL
